text,displacement,year,mileage,price
Škoda Octavia  Elegance 2.0 TDI  Klima,2.0,2006,145341,160000
Škoda Octavia  1.9 TDI  Serv.kniha  Klima,1.9,2006,157672,160000
Škoda Octavia  Combi 1 9 TDI / 77 kW Classic,1.9,2006,170911,160000
Škoda Octavia  2.0 TDI  Serv.kniha  Klima,2.0,2006,171454,160000
Škoda Octavia  1.9 TDI  Klima  Tempomat,1.9,2006,197723,160000
Škoda Octavia  Laurin&Klement 2.0 TDI  ČR,2.0,2006,219589,160000
Škoda Octavia  II 2.0TDi 103kW Ambiente,2.0,2006,235000,160000
Škoda Octavia  2.0 TDI  Klima  Tempomat,2.0,2005,161431,160000
Škoda Octavia  1.9 TDI  Klima  Tempomat,1.9,2009,174206,162000
Škoda Octavia  Elegance 1.9 TDI  Navi  Xenony,1.9,2008,159315,162000
Škoda Octavia  2.0 TDI  ČR 2.maj  Serv.kniha,2.0,2008,163149,162000
Škoda Octavia  1.9 TDI 4x4  4X4  Serv.kniha,1.9,2006,174174,162000
Škoda Octavia  1 6 TDI,1.6,2009,226002,162999
Škoda Octavia  Elegance 2.0 TDI  Serv.kniha,2.0,2006,143590,163000
Škoda Octavia  Combi TDI 1 6 CR / 77 kW Ambie,1.6,2012,274400,164000
Škoda Octavia  Kombi 1.6 TDI Č.R.1. majitel,1.6,2010,175320,164000
Škoda Octavia  1.6 TDi KLIMA (CZ) DPH,1.6,2009,217800,164000
Škoda Octavia  1.9 TDI  Klima  Tempomat,1.9,2008,139316,164000
Škoda Octavia  2.0 TDi Ambiente  DSG  navi,2.0,2008,145436,164000
Škoda Octavia  1.9 TDI  Klima  Tempomat,1.9,2008,159572,164000
Škoda Octavia  1.9 TDi Ambiente  ČR  Klima,1.9,2008,176250,164000
Škoda Octavia  2.0 TDI  Xenony  Klima,2.0,2007,168522,164000
Škoda Octavia  II Combi Ambinte 1 9 TDI 77kW,1.9,2007,185120,164000
Škoda Octavia  1.9TDI 77KW,1.9,2006,257518,164000
Škoda Octavia  1 9 TDI Elegance pravidelný se,1.9,2008,204400,164877
Škoda Octavia  1.9TDi TOUR RS PAKET,1.9,2010,173139,164900
Škoda Octavia  1.9 TDi Kombi,1.9,2008,239747,164900
Škoda Octavia  1.9 TDI 77 kw kombi,1.9,2007,116800,164900
Škoda Octavia  II 2 0 TDi/103kW Xenony ESP ..,2.0,2006,188226,164900
Škoda Octavia  II Kombi 2.0 TDi DSG,2.0,2006,193373,164900
Škoda Octavia  1.9TDI 77kw AMBIENTE CLIMATRON,1.9,2008,195901,164990
Škoda Octavia  1.6 TDi Ambition  2.maj ČR,1.6,2010,191704,165000
Škoda Octavia  1.9 TDi KOUPENO V ČR,1.9,2009,250000,165000
Škoda Octavia  1.9TDI 77kW,1.9,2008,150559,165000
Škoda Octavia  1 9TDI XENONY KLIMATRONIK,1.9,2008,151459,165000
Škoda Octavia  1.9 TDi Ambiente,1.9,2008,160580,165000
Škoda Octavia  1.9TDI 77kW 1.MAJITEL V CZ,1.9,2008,164224,165000
Škoda Octavia  2.0 TDi Elegance  DSG,2.0,2008,164936,165000
Škoda Octavia  1.9 TDI  ČR  koupeno v ČR,1.9,2008,171345,165000
Škoda Octavia  1.9 TDi Ambiente,1.9,2008,190356,165000
Škoda Octavia  2 0   TDi  ORIG. KM!,2.0,2008,194872,165000
Škoda Octavia  4x4 2.0 TDi,2.0,2008,212862,165000
Škoda Octavia  2 0Tdi Elegance,2.0,2008,220000,165000
Škoda Octavia  1 9 TDI,1.9,2007,147501,165000
Škoda Octavia  Sport 2.0 TDi Elegance,2.0,2007,149570,165000
Škoda Octavia  2.0 TDi Elegance  Tažné,2.0,2007,151133,165000
Škoda Octavia  2.0 TDi Elegance  xenon,2.0,2007,157134,165000
Škoda Octavia  1.9TDi AMBIENTE DIGI KLIMA !!!,1.9,2007,179335,165000
Škoda Octavia  1.9 TDi 77kW DSG ELEGANCE,1.9,2007,197300,165000
Škoda Octavia  Scout 2.0 TDI  ČR 2.maj,2.0,2007,266411,165000
Škoda Octavia  1 9 TDi 77kW Elegance Navi,1.9,2006,71049,165000
Škoda Octavia  1.9 TDI  Serv.kniha  Klima,1.9,2006,149906,165000
Škoda Octavia  4x4 2.0 TDi  2.maj ČR  Xenon,2.0,2006,167424,165000
Škoda Octavia  combi 1.9 TDi Amb. - servis Šk,1.9,2006,216502,165000
Škoda Octavia  1.9 TDI  Serv.kniha  Klima,1.9,2008,177883,166000
Škoda Octavia  combi 1.9 TDi Elegance,1.9,2008,224678,166000
Škoda Octavia  1.9 TDI  Klima  Tempomat,1.9,2007,144287,166000
Škoda Octavia  II Kombi 2.0 TDi DSG,2.0,2006,157560,166900
Škoda Octavia  Combi TDI 1 6 TDI / 77 kW Ambi,1.6,2009,218051,167900
Škoda Octavia  Škoda Octavia RS 2 0 TDI  XENO,2.0,2007,289000,167900
Škoda Octavia  II. 1 6 TDI Ambiente,1.6,2010,223231,167999
Škoda Octavia  II 1 6TDi 77kW serviska klima,1.6,2010,299476,167999
Škoda Octavia  Combi 1.9TDi 77kW,1.9,2009,256818,168000
Škoda Octavia  1.9 TDi  / ZADÁNO /,1.9,2008,130040,168000
Škoda Octavia  1.9TDI 77kW PO ROZVODECH,1.9,2008,141404,168000
Škoda Octavia  II Kombi 1.9 TDi Ambiente,1.9,2007,209470,168900
Škoda Octavia,,2010,108000,169000
Škoda Octavia  I.1.9 TDI,1.9,2010,180000,169000
Škoda Octavia  1.6 TDI Elegance kombi,1.6,2010,185056,169000
Škoda Octavia  Combi TDI 1 6 TDI / 77 kW Ambi,1.6,2010,186989,169000
Škoda Octavia  1.6 TDi ELEGANCE garance km,1.6,2010,280000,169000
Škoda Octavia  1.9 TDi 77 kW FACELIFT,1.9,2009,160000,169000
Škoda Octavia  2.0TDi NAVI ALU VYHŘ.SEDADLA,2.0,2009,174690,169000
Škoda Octavia  1 9 TDI KLIMA SERVISKA !!,1.9,2009,268000,169000
Škoda Octavia  1.9 TDi,1.9,2008,147000,169000
Škoda Octavia  1.9 TDi 77kW SERV. KNIHA,1.9,2008,147690,169000
Škoda Octavia  2 0 TDI Elegance  kombi  II,2.0,2008,175155,169000
Škoda Octavia  combi 1.9 TDi Ambiente,1.9,2008,181218,169000
Škoda Octavia  2.0 TDi 4X4 L&K CZ serv. kn.,2.0,2007,224589,169000
Škoda Octavia  2.0 TDi Elegance  DSG,2.0,2007,139656,169000
Škoda Octavia  DSG 2.0 TDi Laurin&Klement,2.0,2007,150474,169000
Škoda Octavia  1.9 TDI 77 KW 4x4 kombi,1.9,2007,151200,169000
Škoda Octavia  2.0 TDi Elegance  DSG,2.0,2007,162646,169000
Škoda Octavia  1.9 TDi Ambiente,1.9,2007,163727,169000
Škoda Octavia  Combi 1.9 TDi 77kW,1.9,2007,177322,169000
Škoda Octavia  2.0 TDi RS 125 kw,2.0,2007,239200,169000
Škoda Octavia  2 0 TDI SCOUT KOUPENO ČR,2.0,2007,290000,169000
Škoda Octavia  2 0 TDi 125kW RS ČR SEVIS. KN.,2.0,2007,306000,169000
Škoda Octavia  RS 2.0 TDi  plná výbava,2.0,2007,319200,169000
Škoda Octavia  2.0TDI,2.0,2006,207800,169000
Škoda Octavia  1 9 TDi BXE serviska  ELEGANCE,1.9,2006,211161,169000
Škoda Octavia  1.9 TDI 77KW ELEGANCE,1.9,2005,75680,169000
Škoda Octavia  II 1.9TDI 77KW FL – CEBIA!,1.9,2009,198000,169800
Škoda Octavia  2 0 TDI Elegance ČR 1.maj.,2.0,2007,181800,169877
Škoda Octavia  Kombi 1.6TDi DSG ČR Serviska,1.6,2011,244398,169900
Škoda Octavia  2.0 TDi *KLIMATIZACE*ESP*,2.0,2011,251469,169900
Škoda Octavia  2.0 TDi DSG,2.0,2010,229000,169900
Škoda Octavia  Combi TDI 1 6 CR / 77 kW Activ,1.6,2009,172190,169900
Škoda Octavia  1.9 TDI 77kW - bez DPF,1.9,2009,278000,169900
Škoda Octavia  1.6 TDi *KLIMATIZACE*ESP*,1.6,2009,284616,169900
Škoda Octavia  1 9TDI*Serviska*Tempomat*Po Se,1.9,2009,302841,169900
Škoda Octavia  2 0 TDi  Serviska Navi Climatr,2.0,2008,223700,169900
Škoda Octavia  2.0 TDi DSG servisní knížka,2.0,2008,188216,169900
Škoda Octavia  1 9TDi DSG Clima SERVISKA Top,1.9,2008,281400,169900
Škoda Octavia  Com. 2 0 TDI RS DPF,2.0,2007,208992,169900
Škoda Octavia  Com. 2 0 TDI RS,2.0,2007,232760,169900
Škoda Octavia  2.0 TDI 103kW-TAŽNÉ-KŮŽE-AUTOK,2.0,2006,210843,169900
Škoda Octavia  1.6TDi Elegance Xenony Alu,1.6,2011,219000,169990
Škoda Octavia  1.9TDI 4x4,1.9,2009,330000,169999
Škoda Octavia  1.9TDI 77kW Pěkná!!,1.9,2008,181000,169999
Škoda Octavia  1.9TDI Elegance,1.9,2008,210000,169999
Škoda Octavia  Elegance 1.6 TDI  ČR 1.maj,1.6,2011,206970,170000
Škoda Octavia  II 1.9 TDI Combi Facelift,1.9,2009,273449,170000
Škoda Octavia  2.0 TDi Elegance  DSG  xenon,2.0,2008,126383,170000
Škoda Octavia  2.0 TDi Elegance  DSG,2.0,2008,136515,170000
Škoda Octavia  2.0 TDi Elegance  Xenon,2.0,2008,138064,170000
Škoda Octavia  1.9 TDI  Klima,1.9,2008,145684,170000
Škoda Octavia  1.9 TDI  ČR 2.maj  Serv.kniha,1.9,2008,146026,170000
Škoda Octavia  2.0 TDi  4x výhřev sedadel,2.0,2008,147788,170000
Škoda Octavia  1.9 TDI  Klima  Tempomat,1.9,2008,149537,170000
Škoda Octavia  2.0 TDi Sport  DSG  xenon,2.0,2008,149892,170000
Škoda Octavia  2.0 TDI  ČR 1.maj  Xenony,2.0,2008,189887,170000
Škoda Octavia  1.9 TDI  Klima  Tempomat,1.9,2008,197552,170000
Škoda Octavia  1.9 TDI  4x4  combi,1.9,2008,237000,170000
Škoda Octavia  RS 2.0 TDI  Automat  Xenony,2.0,2008,272239,170000
Škoda Octavia  Elegance 2.0 TDI  Klima,2.0,2007,141448,170000
Škoda Octavia  2.0 TDI  Automat  Klima,2.0,2007,145362,170000
Škoda Octavia  1.9 TDI  Klima  Tempomat,1.9,2007,145962,170000
Škoda Octavia  Elegance 2.0 TDI  Automat,2.0,2007,147618,170000
Škoda Octavia  1.9 TDI  Xenony  Klima,1.9,2007,148255,170000
Škoda Octavia  Elegance 2.0 TDI  Serv.kniha,2.0,2007,185475,170000
Škoda Octavia  2.0 TDI  Serv.kniha  Xenony,2.0,2007,199224,170000
Škoda Octavia  2.0 TDI  Navi  Xenony  Klima,2.0,2007,206651,170000
Škoda Octavia  1.9 TDI  Serv.kniha  Klima,1.9,2006,111721,170000
Škoda Octavia  1.9 TDI 4x4  Klima  Tempomat,1.9,2006,145395,170000
Škoda Octavia  2.0 TDI  Automat  Klima,2.0,2006,146382,170000
Škoda Octavia  2.0 TDI  Automat  ČR 2.maj,2.0,2006,149500,170000
Škoda Octavia  Combi DSG 1 9 TDI serviska,1.9,2008,166115,170900
Škoda Octavia  1.9TDI 77kwELEGANCE 4xvyhř.sed,1.9,2008,200000,170900
Škoda Octavia  1.6 TDI  Serv.kniha  Klima,1.6,2011,129711,171000
Škoda Octavia  2.0 TDI  Serv.kniha  Klima,2.0,2008,119802,171000
Škoda Octavia  2.0TDI 103kw,2.0,2011,218000,172000
Škoda Octavia  Elegance 2.0 TDI  Navi  Xenony,2.0,2009,122230,173000
Škoda Octavia  1.6 TDI  Serv.kniha  Klima,1.6,2009,131827,173000
Škoda Octavia  1.9 TDI  ČR 2.maj  Serv.kniha,1.9,2008,96542,173000
Škoda Octavia  1.6 tdi COM 1.MAJ  ČR SER.KNIH,1.6,2012,187211,173999
Škoda Octavia  II FL Combi 2 0 TDi,2.0,2009,222355,174000
Škoda Octavia  2.0 TDi Ambiente,2.0,2008,169587,174000
Škoda Octavia  II FL 1.6TDI – ČR CEBIA/MD,1.6,2009,171000,174800
Škoda Octavia  2 0   TDI RS COMBI  navi  šíbr,2.0,2007,185622,174900
Škoda Octavia  Scout 2 0 TDI/4x4 serviska,2.0,2007,271952,174900
Škoda Octavia  1.6 TDI  Serv.kniha  Navi,1.6,2012,173806,175000
Škoda Octavia  I.1.9 TDI Tour Kombi,1.9,2011,70000,175000
Škoda Octavia  1.6 TDI  Serv.kniha  Klima,1.6,2011,112460,175000
Škoda Octavia  1 6   Top Stav-Garance Škoda,1.6,2011,196000,175000
Škoda Octavia  1.6 TDI 77KW kombi,1.6,2009,129800,175000
Škoda Octavia  top stav po rozvodech,,2009,178000,175000
Škoda Octavia  Elegance 2.0 TDI  Navi  Xenony,2.0,2009,122230,173000
Škoda Octavia  1.6 TDI  Serv.kniha  Klima,1.6,2009,131827,173000
Škoda Octavia  1.9 TDI  ČR 2.maj  Serv.kniha,1.9,2008,96542,173000
Škoda Octavia  1.6 tdi COM 1.MAJ  ČR SER.KNIH,1.6,2012,187211,173999
Škoda Octavia  II FL Combi 2 0 TDi,2.0,2009,222355,174000
Škoda Octavia  2.0 TDi Ambiente,2.0,2008,169587,174000
Škoda Octavia  II FL 1.6TDI – ČR CEBIA/MD,1.6,2009,171000,174800
Škoda Octavia  2 0   TDI RS COMBI  navi  šíbr,2.0,2007,185622,174900
Škoda Octavia  Scout 2 0 TDI/4x4 serviska,2.0,2007,271952,174900
Škoda Octavia  1.6 TDI  Serv.kniha  Navi,1.6,2012,173806,175000
Škoda Octavia  I.1.9 TDI Tour Kombi,1.9,2011,70000,175000
Škoda Octavia  1.6 TDI  Serv.kniha  Klima,1.6,2011,112460,175000
Škoda Octavia  1 6   Top Stav-Garance Škoda,1.6,2011,196000,175000
Škoda Octavia  1.6 TDI 77KW kombi,1.6,2009,129800,175000
Škoda Octavia  top stav po rozvodech,,2009,178000,175000
Škoda Octavia  II 2.0 TDi Laurin&Klement,2.0,2008,207000,177000
Škoda Octavia  RS 2 0 TDI-125 kW-serviska,2.0,2007,139552,177000
Škoda Octavia  1.9TDi77kW*2xKOLA*PO ROZVODECH,1.9,2009,289000,178000
Škoda Octavia  2.0 TDI DSG,2.0,2008,175000,178000
Škoda Octavia  Scout 2.0 TDI  4X4  Navi,2.0,2007,178880,178000
Škoda Octavia  1.6 TDI Greenline Ambiente Edi,1.6,2011,154000,178799
Škoda Octavia  RS 2.0 TDi 125kW serviska 1mČR,2.0,2007,192500,178800
Škoda Octavia  2 0 TDi Laurin & Klement  s.kn,2.0,2008,274000,178990
Škoda Octavia  2 0 TDi RS historie,2.0,2006,184766,178990
Škoda Octavia  1.6 TDI ELEKTRONY,1.6,2013,171480,179000
Škoda Octavia  1.6 TDI  facelift,1.6,2012,189000,179000
Škoda Octavia  1.6TDI 77KW ELEGANCE XEN AL 16,1.6,2012,259000,179000
Škoda Octavia  Combi TDI 2 0 CR / 103 kW Eleg,2.0,2011,328517,179000
Škoda Octavia  plny servis zaruka,,2011,148000,179000
Škoda Octavia  1.6 TDI  ČR 2.maj  Serv.kniha,1.6,2011,187676,179000
Škoda Octavia  1.6 TDi  77 Kw,1.6,2011,232000,179000
Škoda Octavia  Combi 1.6 TDI Elegance Edition,1.6,2011,245073,179000
Škoda Octavia  combi 2.0 TDI 103 kW Ambition,2.0,2011,270000,179000
Škoda Octavia  1.6 TDI  Klima  Tempomat,1.6,2010,94804,179000
Škoda Octavia  2.0 TDI  Klima  Tempomat,2.0,2010,139694,179000
Škoda Octavia  1.9 TDI  ČR 1.maj  Serv.kniha,1.9,2010,195197,179000
Škoda Octavia  1 6 TDi 77kW 4x4 !!!!!,1.6,2010,258917,179000
Škoda Octavia  1.9 TDI Elegance  ČR,1.9,2010,259360,179000
Škoda Octavia  1 6 TDI TEMPOMAT ESP,1.6,2009,168000,179000
Škoda Octavia  1 9TDI 77 Kw  Koupeno v ČR,1.9,2009,196912,179000
Škoda Octavia  1 9TDi combi Ambiente,1.9,2009,250008,179000
Škoda Octavia  II 1.9 TDI Com DIGIKLIMA s.kn.,1.9,2008,90600,179000
Škoda Octavia  Kombi  1.9 TDI 4x4,1.9,2008,138030,179000
Škoda Octavia  1.9 TDi Dig.klima,1.9,2008,172747,179000
Škoda Octavia  SCOUT 2.0 TDi,2.0,2008,174766,179000
Škoda Octavia  2 0 TDi - Top Stav!,2.0,2008,191967,179000
Škoda Octavia  2 0 TDi RS  Škoda servis! TOP!,2.0,2008,241857,179000
Škoda Octavia  RS 2.0 TDI/125kW Combi XENON,2.0,2007,147580,179000
Škoda Octavia  RS 2.0TDi 125KW servisní kniha,2.0,2007,156000,179000
Škoda Octavia  2.0TDi RS 125Kw Alu  Xenony,2.0,2007,190000,179000
Škoda Octavia  2 0 TDi SCOUT 4x4  Škoda servi,2.0,2007,194107,179000
Škoda Octavia  2.0 TDI RS Kombi/Xenony,2.0,2007,207077,179000
Škoda Octavia  RS 2.0 TDI 125KW NAVI XENON,2.0,2007,249000,179000
Škoda Octavia  Combi Elegance 2 0 TDi,2.0,2006,149337,179000
Škoda Octavia  2.0 TDi RS COMBI,2.0,2006,187000,179000
Škoda Octavia  RS,,2006,246000,179000
Škoda Octavia  Com.2.0TDi FL Columbus! Elegan,2.0,2009,268000,179899
Škoda Octavia  1.6 tdi 77 kw,1.6,2011,147876,179900
Škoda Octavia  1 6TDI 77kW,1.6,2011,207000,179900
Škoda Octavia  1.9 TDI 77KW 2.MAJITEL!,1.9,2009,198163,179900
Škoda Octavia  Scout 2 0 TDI *servis.kn.,2.0,2008,181050,179900
Škoda Octavia  RS 2.0 TDi *AUTOKLIMA*ESP*,2.0,2007,197113,179900
Škoda Octavia  RS 2 0TDI 125kW-SERVISKA,2.0,2006,214284,179900
Škoda Octavia  II RS Combi 2.0 TDi,2.0,2007,232588,179990
Škoda Octavia  Combi 2 0 TDI DSG Elegance NEH,2.0,2004,189591,179990
Škoda Octavia  kombi  4X4  serviska,,2012,182858,179999
Škoda Octavia  1 9 TDI Ambiente II,1.9,2010,184200,179999
Škoda Octavia  RS 2.0 TDI 125KW SERVISKA,2.0,2007,212000,179999
Škoda Octavia  1.6 TDi Elegance  2.maj ČR,1.6,2011,142712,180000
Škoda Octavia  1.6 TDi  1.maj ČR,1.6,2011,152471,180000
Škoda Octavia  2.0 TDi Elegance,2.0,2011,172512,180000
Škoda Octavia  1 6 TDi Ambition,1.6,2011,174236,180000
Škoda Octavia  1.6 TDi Ambition  ČR,1.6,2011,201062,180000
Škoda Octavia  1.6 TDI  ČR 1.maj  Serv.kniha,1.6,2011,202523,180000
Škoda Octavia  1.6 TDi  1.maj ČR,1.6,2010,149147,180000
Škoda Octavia  1.9 TDI 4x4  ČR 1.maj,1.9,2010,260995,180000
Škoda Octavia  1.9 TDI  ČR 1.maj  Serv.kniha,1.9,2010,283448,180000
Škoda Octavia  1.9 TDI   ČR 1.maj  Serv.kniha,1.9,2009,77220,180000
Škoda Octavia  1.9 TDI  Klima  Tempomat,1.9,2009,179543,180000
Škoda Octavia  2.0 TDi Elegance  ČR  Sport,2.0,2009,214647,180000
Škoda Octavia  Elegance 1.9 TDI  Serv.kniha,1.9,2009,238088,180000
Škoda Octavia  1.9TDI 77KW DSG PARROT KLIMATI,1.9,2009,264000,180000
Škoda Octavia  2.0 TDi Elegance Xenony po ser,2.0,2009,317815,180000
Škoda Octavia  2.0 TDI  Automat  Klima,2.0,2008,151291,180000
Škoda Octavia  2.0 TDI  Serv.kniha  Xenony,2.0,2008,173697,180000
Škoda Octavia  2.0 TDI  ČR 2.maj  Serv.kniha,2.0,2008,185492,180000
Škoda Octavia  Octavia Scout 4x4,,2008,240000,180000
Škoda Octavia  1.9 TDI  ČR 2.maj  Serv.kniha,1.9,2007,141438,180000
Škoda Octavia  RS 2.0 TDI  Navi  Xenony,2.0,2007,187913,180000
Škoda Octavia  4x4 2.0 TDi SCOUT  Xenon,2.0,2007,257798,180000
Škoda Octavia  1.6 TDi ELEGANCE CLIMATRONIC D,1.6,2011,215200,181500
Škoda Octavia  Combi 1.6 TDI 4x4,1.6,2010,172064,181500
Škoda Octavia  2.0 TDi RS Xenon NAVI,2.0,2008,249053,182000
Škoda Octavia  1.6 TDI  ČR 2.maj  Serv.kniha,1.6,2012,243130,183000
Škoda Octavia  1.6 TDI  ČR 2.maj  Klima,1.6,2011,89901,183000
Škoda Octavia  1.6 TDI  Serv.kniha  Klima,1.6,2010,133790,183000
Škoda Octavia  Elegance 2.0 TDI  Klima,2.0,2008,169539,183000
Škoda Octavia  2.0 TDI  SCOUT  4x4  XENONY,2.0,2008,246300,183000
Škoda Octavia  Com.1.6TDi AMBIENTE+CZ+I.Maj.+,1.6,2012,204000,184000
Škoda Octavia  1.6 TDi KLIMA CZ (DPH),1.6,2010,154600,184000
Škoda Octavia  2.0 TDI  Klima  Tempomat,2.0,2009,124239,184000
Škoda Octavia  Combi 1.9 TDi 77kW ELEGANCE,1.9,2008,150547,184000
Škoda Octavia  2.0 TDi Elegance  DSG  navi,2.0,2008,182652,184000
Škoda Octavia  II 2 0TDi 103kW 1.MAJITEL serv,2.0,2008,200946,184000
Škoda Octavia  2.0 TDI RS  DSG,2.0,2008,241550,184000
Škoda Octavia  1 6 TDI ČR DPH 1.Maj poctivé K,1.6,2012,208563,184800
Škoda Octavia  1.6TDi NAVIGACE,1.6,2012,180803,184900
Škoda Octavia  1 6 TDi Elegance+,1.6,2010,193600,184900
Škoda Octavia  Combi 2 0 TDI / 103 kW Ambitio,2.0,2010,219917,184900
Škoda Octavia  II 1 9 TDi/77kW KLIMA ESP...,1.9,2009,240275,184900
Škoda Octavia  2.0TDi DSG 122KW NAVI,2.0,2008,155063,184900
Škoda Octavia  2 0TDi RS 125kw,2.0,2006,179436,184900
Škoda Octavia  RS COMBI 2 0 TDI + ALU 18,2.0,2006,198000,184900
Škoda Octavia  1 6 TDI Ambiente ČR II,1.6,2010,204750,184999
Škoda Octavia  2.0 TDI  Serv.kniha  Klima,2.0,2012,241057,185000
Škoda Octavia  1.6 TDI  Klima  Tempomat,1.6,2011,122525,185000
Škoda Octavia  Combi 1 6TDI/77kW,1.6,2011,199990,185000
Škoda Octavia  1.6TDi AMBITION KLIMA - ČR !!!,1.6,2011,213000,185000
Škoda Octavia  1.6 TDI  ČR 2.maj  Serv.kniha,1.6,2011,214052,185000
Škoda Octavia  Combi 2 0 TDI 103 kW Ambition,2.0,2011,263206,185000
Škoda Octavia  2.0 TDi Elegance DSG,2.0,2011,336000,185000
Škoda Octavia  2.0 TDI  Klima  Tempomat,2.0,2010,110282,185000
Škoda Octavia  1.6Tdi 77 kW facelift combi,1.6,2009,190000,185000
Škoda Octavia  Facelift 1.9 TDi  DSG,1.9,2009,191026,185000
Škoda Octavia  1.9 TDI PD 77kW TOP STAV!,1.9,2009,230000,185000
Škoda Octavia  1.9 TDI 4x4,1.9,2009,280000,185000
Škoda Octavia  1.9 TDI TEAM 77Kw,1.9,2008,173917,185000
Škoda Octavia  combi 1.9 TDI Team,1.9,2008,173917,185000
Škoda Octavia  2 0 TDi RS TOP STAV!!SERVIS!!,2.0,2008,251900,185000
Škoda Octavia  2.0 TDI,2.0,2008,264384,185000
Škoda Octavia  2.0 TDI  ČR 2.maj  Xenony,2.0,2007,164105,185000
Škoda Octavia  L&K  pohon 4*4,,2007,199200,185000
Škoda Octavia  2.0 TDi RS  RS  Xenon,2.0,2007,231198,185000
Škoda Octavia  RS 125KW,,2006,179000,185000
Škoda Octavia  2.0 TDi RS  Xenon,2.0,2006,197030,185000
Škoda Octavia  Combi 2.0 TDi 103kW Elegance,2.0,2010,218306,185800
Škoda Octavia  1.6 TDI  Serv.kniha  Klima,1.6,2011,194888,186000
Škoda Octavia  Elegance 1.6 TDI  Serv.kniha,1.6,2010,251543,186000
Škoda Octavia  1.9 TDI  Klima  Tempomat,1.9,2008,147677,186000
Škoda Octavia  Elegance 2.0 TDI  ČR 2.maj,2.0,2008,184703,186000
Škoda Octavia  RS 2 0TDI 125kW,2.0,2008,283047,186000
Škoda Octavia  2.0 TDI  Automat  ČR 2.maj,2.0,2011,232893,187000
Škoda Octavia  1.6 TDI  Serv.kniha  Klima,1.6,2010,189529,187000
Škoda Octavia  II 1.6 TDi 100kw Xenon Kůže,1.6,2010,244000,187000
Škoda Octavia  1.9 TDI  ČR 2.maj  Serv.kniha,1.9,2009,139399,187000
Škoda Octavia  2.0 TDI  ČR 2.maj  Serv.kniha,2.0,2006,147597,187000
Škoda Octavia  1.6 TDI CR Serviska  původ ČR,1.6,2010,154000,187900
Škoda Octavia  II.2.0 TDI Kombi,2.0,2011,264000,188000
Škoda Octavia  Combi 1.9TDi 77kW DSG ELEGANCE,1.9,2009,279525,188000
Škoda Octavia  RS 2.0 TDi RS  xenon,2.0,2007,195007,188000
Škoda Octavia  RS 2.0 TDi Serv.kn,2.0,2006,183171,188000
Škoda Octavia  II 1.9TDi Combi  ČR Climatroni,1.9,2010,238317,188800
Škoda Octavia  Com.1.6TDi AMBITION Edition,1.6,2012,165000,189000
Škoda Octavia  1.6TDI  AMBIENTE- CZ- SERVISKA,1.6,2012,211501,189000
Škoda Octavia  2.0 Elegance Top Stav Garance,2.0,2012,295600,189000
Škoda Octavia  1 9 tdi  DSG  Elegance,1.9,2010,305000,189000
Škoda Octavia  Combi 1 9 TDI / 74 kW Tour,1.9,2010,76042,189000
Škoda Octavia  1 6 TDi  Ambiente,1.6,2010,137100,189000
Škoda Octavia  II 1 9 TDI kombi 1.majitel,1.9,2010,187000,189000
Škoda Octavia  1.9 TDI XENON CZ,1.9,2010,204572,189000
Škoda Octavia  1.9 TDi Ambition  ČR,1.9,2010,210430,189000
Škoda Octavia  1 6TDi 77kW SERVISNÍ KNIHA,1.6,2010,229705,189000
Škoda Octavia  1 9 TDI 77 KW 4X4 COMFORT ĆR,1.9,2010,230000,189000
Škoda Octavia  2 0 TDI 103 kW,2.0,2010,256000,189000
Škoda Octavia  1.6TDi GreenLine,1.6,2009,156225,189000
Škoda Octavia  2.0 TDI 103KW SERVISKA,2.0,2009,172491,189000
Škoda Octavia  1.6TDI,1.6,2009,210230,189000
Škoda Octavia  2.0 TDi Elegance  2.maj ČR,2.0,2009,222549,189000
Škoda Octavia  4x4  s možností ručního řízení,,2008,119000,189000
Škoda Octavia  2.0 TDi 103Kw SCOUT,2.0,2008,288000,189000
Škoda Octavia  1 9 TDI klima cent.dál.tem.ser,1.9,2007,135230,189000
Škoda Octavia  2.0 TDi RS  ČR  Xenon,2.0,2007,190179,189000
Škoda Octavia  2.0TDi RS 125kW klima,2.0,2007,194151,189000
Škoda Octavia  2.0TDI 103KW SCOUT 4X4,2.0,2007,207529,189000
Škoda Octavia  2 0 TDI RS 125KW kůže xenon cl,2.0,2007,209320,189000
Škoda Octavia  2.0 TDI RS 125KW navi,2.0,2007,236000,189000
Škoda Octavia  Combi II FL 2 0 TDi 103kW,2.0,2012,202327,189800
Škoda Octavia  1 6 TDI Ambition,1.6,2011,136500,189877
Škoda Octavia  1 6 TDI DSG,1.6,2011,153000,189877
Škoda Octavia  Combi TDI 1 6 CR / 77 kW Elega,1.6,2011,225294,189900
Škoda Octavia  II FACELIFT 1.6 TDI  77 kW,1.6,2011,127000,189900
Škoda Octavia  1.6 TDi,1.6,2010,131708,189900
Škoda Octavia  1 6 TDI,1.6,2010,159237,189900
Škoda Octavia  2 0 TDi DSG  Serviska Cebia,2.0,2009,238850,189900
Škoda Octavia  1.9 TDi *AMBIENTE*KLIMATIZACE*,1.9,2009,247250,189900
Škoda Octavia  2.0 TDI RS ZÁRUKA 2 ROKY,2.0,2008,152544,189900
Škoda Octavia  2.0 TDI RS Kombi  125kW  Navi,2.0,2008,239000,189900
