text,displacement,year,mileage,price
Škoda Octavia  Laurin&Klement 2.0 TDI  ČR,2.0,2007,109414,200000
Škoda Octavia  4x4 2.0 TDi Scout,2.0,2007,188741,200000
Škoda Octavia  RS 2.0 TDI  Serv.kniha  Kůže,2.0,2006,168696,200000
Škoda Octavia  1.6 TDI  ČR 2.maj  Serv.kniha,1.6,2012,93886,201000
Škoda Octavia  2.0 TDI  Serv.kniha  Navi,2.0,2012,186137,201000
Škoda Octavia  Elegance 2.0 TDI  Serv.kniha,2.0,2009,93801,202000
Škoda Octavia  1.6TDI FAMILY CEBIA,1.6,2011,152683,203990
Škoda Octavia  Com.1.6TDi ELEGANCE+CZ+I.Maj.+,1.6,2013,182000,204000
Škoda Octavia  1.6 TDI  Tempomat,1.6,2011,112698,204000
Škoda Octavia  2.0 TDI  ČR 1.maj  Tempomat,2.0,2011,124652,204000
Škoda Octavia  1.6 TDI  Serv.kniha  Navi,1.6,2011,145354,204000
Škoda Octavia  2.0 TDI  ČR 2.maj  Serv.kniha,2.0,2011,159706,204000
Škoda Octavia  1.6 TDI  Serv.kniha  Navi,1.6,2010,143232,204000
Škoda Octavia  1.6 TDI  Serv.kniha  Navi,1.6,2010,178894,204000
Škoda Octavia,,2010,184292,204000
Škoda Octavia  2.0 TDI  Serv.kniha  Navi,2.0,2009,129137,204000
Škoda Octavia  1.6 TDI ELEGANCE,1.6,2012,158000,204999
Škoda Octavia  1.6 TDi Ambition  ČR,1.6,2012,203547,204999
Škoda Octavia  Combi TDI 1 6 CR / 77 kW Elega,1.6,2012,209876,205000
Škoda Octavia  1.6 TDI  Serv.kniha  Navi,1.6,2012,170605,205000
Škoda Octavia  1.6 TDI  4X4  ČR 2.maj,1.6,2012,190395,205000
Škoda Octavia  Combi 2 0 TDI / 103 kW Ambient,2.0,2012,262471,205000
Škoda Octavia  2.0 TDi 103 kw,2.0,2012,297000,205000
Škoda Octavia  1.6 TDi Ambiente,1.6,2011,186994,205000
Škoda Octavia  Elegance 1.6 TDI  ČR 1.maj,1.6,2010,164525,205000
Škoda Octavia  2.0 TDI  Automat  Tempomat,2.0,2009,149824,205000
Škoda Octavia  1.9 TDI  Serv.kniha  Tempomat,1.9,2009,153624,205000
Škoda Octavia  Elegance 1.6 TDI  Serv.kniha,1.6,2009,164052,205000
Škoda Octavia  1.9 TDi TOP STAV,1.9,2009,303000,205000
Škoda Octavia  4x4 2.0 TDi Scout,2.0,2008,144637,205000
Škoda Octavia  Elegance 2.0 TDI  Automat  ČR,2.0,2008,155487,205000
Škoda Octavia  Combi 1 6 TDi Ambition,1.6,2012,169600,205700
Škoda Octavia  1.6TDi CR Ambiente 1.Majitel,1.6,2010,176912,205900
Škoda Octavia  2 0 TDI Elegance 103 kW,2.0,2011,186588,207000
Škoda Octavia  1 6 TDi 77kw 1.majServiska,1.6,2011,165679,207900
Škoda Octavia  2 0 TDi Facelift  Serviska Cli,2.0,2009,196350,207900
Škoda Octavia  1.6 TDi Ambiente,1.6,2011,99694,208000
Škoda Octavia  Combi 1 6 TDI / 77 kW Elegance,1.6,2010,155403,208000
Škoda Octavia  1.9 TDI KOUPENO V ČR KLIMA ESP,1.9,2010,188300,208000
Škoda Octavia  Elegance 1.6 TDI  ČR 1.maj,1.6,2010,164525,205000
Škoda Octavia  2.0 TDI  Automat  Tempomat,2.0,2009,149824,205000
Škoda Octavia  1.9 TDI  Serv.kniha  Tempomat,1.9,2009,153624,205000
Škoda Octavia  Elegance 1.6 TDI  Serv.kniha,1.6,2009,164052,205000
Škoda Octavia  1.9 TDi TOP STAV,1.9,2009,303000,205000
Škoda Octavia  4x4 2.0 TDi Scout,2.0,2008,144637,205000
Škoda Octavia  Elegance 2.0 TDI  Automat  ČR,2.0,2008,155487,205000
Škoda Octavia  Combi 1 6 TDi Ambition,1.6,2012,169600,205700
Škoda Octavia  1.6TDi CR Ambiente 1.Majitel,1.6,2010,176912,205900
Škoda Octavia  2 0 TDI Elegance 103 kW,2.0,2011,186588,207000
Škoda Octavia  1 6 TDi 77kw 1.majServiska,1.6,2011,165679,207900
Škoda Octavia  2 0 TDi Facelift  Serviska Cli,2.0,2009,196350,207900
Škoda Octavia  1.6 TDi Ambiente,1.6,2011,99694,208000
Škoda Octavia  Combi 1 6 TDI / 77 kW Elegance,1.6,2010,155403,208000
Škoda Octavia  1.9 TDI KOUPENO V ČR KLIMA ESP,1.9,2010,188300,208000
Škoda Octavia  2.0 TDI CR 103kW Ambiente ALU,2.0,2010,199000,209000
Škoda Octavia  COMBI II Elegance 2 0 TDI - ČR,2.0,2010,251050,209000
Škoda Octavia  Combi 1.6 TDI CR DPF Ambition,1.6,2009,144560,209000
Škoda Octavia  Elegance 2.0 TDI  Navi,2.0,2009,110268,209000
Škoda Octavia  2.0TDi 103kW DSG navi nový DPF,2.0,2009,168279,209000
Škoda Octavia  1.6TDI77kW navigace park.as.,1.6,2009,195111,209000
Škoda Octavia  4x4 1.9 TDi Elegance  2.maj,1.9,2009,212591,209000
Škoda Octavia  1.9TDi 77kw Kombi RS-paket,1.9,2009,222500,209000
Škoda Octavia  2.0 TDi RS Xenon 125kW,2.0,2008,169448,209000
Škoda Octavia  kombi RS 2.0 TDi  125 kW,2.0,2007,136000,209000
Škoda Octavia  2.0TDI RS Ojedinělý kus,2.0,2007,172000,209000
Škoda Octavia  1.6 TDI Ambiente ZÁRUKA 2 ROKY,1.6,2010,181395,209700
Škoda Octavia  Combi TDI 1 6 CR / 77 kW Ambit,1.6,2012,178480,209888
Škoda Octavia  1.6 TDi ČR SERVISKA,1.6,2013,90045,209900
Škoda Octavia  Com.1.6TDi AMBIENTE+CZ+I.Maj.+,1.6,2012,117000,209900
Škoda Octavia  Com.2.0TDi ELEGANCE+CZ+I.Maj.+,2.0,2012,199800,209900
Škoda Octavia  Combi TDI 1 6 CR / 77 kW Elega,1.6,2012,195930,209900
Škoda Octavia  1.6 TDI Serv.kn!2xkola!I.maj!,1.6,2012,198011,209900
Škoda Octavia  1 6TDi SERVISNÍ KNIHA,1.6,2011,193000,209900
Škoda Octavia  Combi II 2.0 TDI Elegance,2.0,2010,254044,209900
Škoda Octavia  II Combi 1 6 TDI Elegance,1.6,2010,167434,209900
Škoda Octavia  1.6 TDi  DSG,1.6,2010,193515,209900
Škoda Octavia  Com.2.0TDi SCOUT Navi! Alcanta,2.0,2009,202000,209900
Škoda Octavia  2.0 TDI RS ZÁRUKA 2 ROKY,2.0,2008,165245,209900
Škoda Octavia  2.0TDi RS MAX VÝB. SERVISOVANÉ,2.0,2008,224759,209900
Škoda Octavia  2 0TDI RS TOP Stav,2.0,2007,174000,209900
Škoda Octavia  2 0 TDI RS 1.maj. Xenon OZ alu,2.0,2007,179950,209900
Škoda Octavia  XENONY PUVOD CZ SERVISKA,,2010,192145,209999
Škoda Octavia  1.6 TDi Ambition  1.maj ČR,1.6,2012,103163,210000
Škoda Octavia  1.6 TDI  ČR 2.maj  Serv.kniha,1.6,2012,119185,210000
Škoda Octavia  1.6 TDi,1.6,2012,124512,210000
Škoda Octavia  1.6 TDI  Serv.kniha  Tempomat,1.6,2012,132279,210000
Škoda Octavia  1.6 TDi,1.6,2012,164774,210000
Škoda Octavia  1.6 TDi Ambition  ČR  DSG,1.6,2012,166500,210000
Škoda Octavia  2.0 TDi Ambition  2.maj ČR,2.0,2012,180082,210000
Škoda Octavia  1.6 TDi Ambition,1.6,2012,186582,210000
Škoda Octavia  1.6 TDI  ČR 2.maj  Serv.kniha,1.6,2011,114210,210000
Škoda Octavia  1.6 TDI  ČR 2.maj  Serv.kniha,1.6,2011,170721,210000
Škoda Octavia  Combi TDI 2 0 TDI / 103 kW Amb,2.0,2010,140141,210000
Škoda Octavia  1.6 TDI  ČR 2.maj  Serv.kniha,1.6,2010,148408,210000
Škoda Octavia  1.6 TDI  ČR 2.maj  Serv.kniha,1.6,2010,150600,210000
Škoda Octavia  2.0 TDI  Navi  Tempomat,2.0,2010,217903,210000
Škoda Octavia  1.9 TDI  Automat  Tempomat,1.9,2009,133404,210000
Škoda Octavia  Sport 2.0 TDi Elegance,2.0,2009,189900,210000
Škoda Octavia  1.9 TDi Elegance  2.maj ČR,1.9,2008,149371,210000
Škoda Octavia  1.6 TDi,1.6,2012,124512,210000
Škoda Octavia  1.6 TDI  Serv.kniha  Tempomat,1.6,2012,132279,210000
Škoda Octavia  1.6 TDi,1.6,2012,164774,210000
Škoda Octavia  1.6 TDi Ambition  ČR  DSG,1.6,2012,166500,210000
Škoda Octavia  2.0 TDi Ambition  2.maj ČR,2.0,2012,180082,210000
Škoda Octavia  1.6 TDi Ambition,1.6,2012,186582,210000
Škoda Octavia  1.6 TDI  ČR 2.maj  Serv.kniha,1.6,2011,114210,210000
Škoda Octavia  1.6 TDI  ČR 2.maj  Serv.kniha,1.6,2011,170721,210000
Škoda Octavia  Combi TDI 2 0 TDI / 103 kW Amb,2.0,2010,140141,210000
Škoda Octavia  1.6 TDI  ČR 2.maj  Serv.kniha,1.6,2010,148408,210000
Škoda Octavia  1.6 TDI  ČR 2.maj  Serv.kniha,1.6,2010,150600,210000
Škoda Octavia  2.0 TDI  Navi  Tempomat,2.0,2010,217903,210000
Škoda Octavia  1.9 TDI  Automat  Tempomat,1.9,2009,133404,210000
Škoda Octavia  Sport 2.0 TDi Elegance,2.0,2009,189900,210000
Škoda Octavia  1.9 TDi Elegance  2.maj ČR,1.9,2008,149371,210000
Škoda Octavia  1.6 TDI  ČR 2.maj  Serv.kniha,1.6,2012,104920,213000
Škoda Octavia  1.6 TDI  Serv.kniha  Navi,1.6,2012,112925,213000
Škoda Octavia  1.6 TDI  Kůže  Navi  Tempomat,1.6,2011,157377,213000
Škoda Octavia  1.6 TDI  ČR 1.maj  Serv.kniha,1.6,2010,69484,213000
Škoda Octavia  1.6 TDI  Serv.kniha  Navi,1.6,2010,110466,213000
Škoda Octavia  1.9 TDi  DSG  TOP STAV - 89 00,1.9,2009,89700,213000
Škoda Octavia  Scout 2.0 TDI  4X4  Kůže,2.0,2008,126372,213000
Škoda Octavia  1.6 TDI  Serv.kniha  Navi,1.6,2012,161386,214000
Škoda Octavia  2.0 TDi Ambition  ČR,2.0,2012,203909,214000
Škoda Octavia  2.0 TDI 4X4 XENON CZ S.KNIHA E,2.0,2011,245318,214000
Škoda Octavia  2 0 TDI Scout,2.0,2009,217794,214000
Škoda Octavia  4x4 2.0 TDi SCOUT  ČR,2.0,2007,112367,214000
Škoda Octavia  2 0 TDI 4x4 ČR pravid.servis!,2.0,2010,216700,214877
Škoda Octavia  2 0 TDI ČR servisní kniha,2.0,2009,222200,214877
Škoda Octavia  II Kombi 1 6 TDi Ambition,1.6,2012,186866,214900
Škoda Octavia  FACELIFT KOMP. NOV SPOJKA 1maj,,2009,149000,214990
Škoda Octavia  FACE TDI AMBIENTE SERVISKA-ČR!,,2012,155323,214999
Škoda Octavia  FACE TDI ELEGANCE SERVISKA-ČR,,2011,181899,214999
Škoda Octavia  1.6 TDI  ČR 2.maj  Serv.kniha,1.6,2013,151298,215000
Škoda Octavia  1 6,1.6,2013,159789,215000
Škoda Octavia  Combi Diesel II 09 1.6 TDI CR,1.6,2012,159143,215000
Škoda Octavia  1.6 TDi Ambition  ČR,1.6,2012,169020,215000
Škoda Octavia  2.0 TDi Elegance,2.0,2012,200584,215000
Škoda Octavia  2.0 TDi Elegance  ČR,2.0,2012,238058,215000
Škoda Octavia  combi 1.6 TDI CR DPF Ambiente,1.6,2011,154858,215000
Škoda Octavia,,2011,152105,215000
Škoda Octavia,,2011,158331,215000
Škoda Octavia  1.6 TDi Ambition  Navi,1.6,2011,162662,215000
Škoda Octavia  1.6 TDi Ambition,1.6,2011,166531,215000
Škoda Octavia  1.6tdi 4x4,1.6,2010,138000,215000
Škoda Octavia  II Combi 1 9 TDI BXE Ambiente,1.9,2009,129242,215000
Škoda Octavia  RS NELAKOVANÁ CZ 1MAJ SER KN,,2008,210000,215000
Škoda Octavia  1.6 TDi 77 Kw ELEGANCE ČR !,1.6,2013,195000,215500
Škoda Octavia  1.6 TDI  ČR 2.maj  Serv.kniha,1.6,2010,152983,216000
Škoda Octavia  1 6Tdi 77KW 4x4 Navigace klima,1.6,2012,104000,217000
Škoda Octavia  1.6TDI 77KW 2010 CommonRail,1.6,2010,203153,217000
Škoda Octavia  1 6 TDi Ambition Edition vyhř.,1.6,2013,163923,217700
Škoda Octavia  1.6 TDi PDC S.KNIHA,1.6,2012,161389,218000
Škoda Octavia  1.6 TDi NAVI ALU S.KNIHA,1.6,2012,165741,218000
Škoda Octavia  1.6 TDi  ČR,1.6,2012,90223,218000
Škoda Octavia  4x4 1.6 TDi Elegance  2.maj,1.6,2011,177279,218000
Škoda Octavia  2.0 TDi Kombi Elegance ČR  ser,2.0,2011,273113,218000
Škoda Octavia  2.0 TDi Elegance,2.0,2009,147824,218000
Škoda Octavia  4x4 2.0 TDi SCOUT,2.0,2008,148660,218000
Škoda Octavia  4x4 2.0 TDi Scout,2.0,2008,154697,218000
Škoda Octavia  RS 2.0TDI 125kW CR DSG,2.0,2008,208077,218000
Škoda Octavia  1.6 TDi  1.majitel  serviska,1.6,2011,172041,218900
Škoda Octavia  2 0 TDI RS serviska,2.0,2008,163871,218990
Škoda Octavia  Combi TDI 1 6 CR / 77 kW Elega,1.6,2012,171922,219000
Škoda Octavia  Combi TDI 1 6 / 77 kW Ambition,1.6,2012,139482,219000
Škoda Octavia  Combi TDI 1 6 TDI / 77 kW Ambi,1.6,2012,140671,219000
Škoda Octavia,,2012,147756,219000
Škoda Octavia  2.0 TDI  Automat  Kůže  Xenony,2.0,2012,157604,219000
Škoda Octavia  4x4 2.0 TDi Ambition  1.maj,2.0,2012,194684,219000
Škoda Octavia  2.0 TDi  103 kw  serviska,2.0,2012,258400,219000
Škoda Octavia  Combi 1 6 TDI (77kW/105k),1.6,2011,163960,219000
Škoda Octavia  Combi 1 6 TDI / 77 kW Ambition,1.6,2011,129369,219000
Škoda Octavia  1.6 TDI  ČR 1.maj  Serv.kniha,1.6,2011,148232,219000
Škoda Octavia  1 6 TDi 4X4 ČR 1 MAJ. ELEGANCE,1.6,2011,165357,219000
Škoda Octavia  II FL 1.6TDI KLIMA SUPER STAV,1.6,2011,176349,219000
Škoda Octavia  Combi TDI 2 0 CR / 103 kW Ambi,2.0,2010,164135,219000
Škoda Octavia  Combi TDI 4x4 1 9 TDI / 77 kW,1.9,2010,198000,219000
Škoda Octavia  1.6 TDi Elegance  1.maj,1.6,2010,125208,219000
Škoda Octavia  combi 2.0 TDi CR Ambiente+,2.0,2010,176830,219000
Škoda Octavia  2 0 TDi 16V,2.0,2010,209800,219000
Škoda Octavia  2.0 TDi NAVI,2.0,2010,275000,219000
Škoda Octavia  1 9 TDI 77 kw TOP STAV!,1.9,2009,67500,219000
Škoda Octavia  combi 2.0 TDi Elegance,2.0,2009,173219,219000
Škoda Octavia  Scout 2.0 TDi  103kW,2.0,2009,191000,219000
Škoda Octavia  SCOUT 2.0TDI 103kW PRAV.SERVIS,2.0,2007,123500,219000
Škoda Octavia  2.0 TDI Scout 4x4,2.0,2007,165000,219000
Škoda Octavia  2 0 Tdi DSG Elegance,2.0,2009,126403,219799
Škoda Octavia  FL ČR 1.6TDI – KM CEBIA!,1.6,2013,187000,219800
Škoda Octavia  1.6 TDi/77 kW Elegance Edition,1.6,2012,200697,219800
Škoda Octavia  Kombi 1.6TDi CR 77Kw,1.6,2012,144000,219800
Škoda Octavia  Kombi 1.6TDi CR 77Kw,1.6,2012,144000,219800
Škoda Octavia  Combi TDI 2 0 CR / 125 kW RS,2.0,2009,262537,219800
Škoda Octavia  Combi TDI 2 0 CR / 103 kW Eleg,2.0,2010,192897,219888
Škoda Octavia  2 0TDI 103kW-4x4-NOVÉ V ČR!,2.0,2010,153629,219899
Škoda Octavia  1.6D ČR první majitel 88tkm,1.6,2013,88000,219900
Škoda Octavia  Combi II 1.6 TDI / 77kW Ambiti,1.6,2012,176666,219900
Škoda Octavia  II Combi 1 6 TDI Ambiente + NA,1.6,2012,160081,219900
Škoda Octavia  2.0 TDI (103 kw) ČR serviska,2.0,2012,193000,219900
Škoda Octavia  1.6TDi,1.6,2011,138085,219900
Škoda Octavia  1.6 TDI CR Ser.knížka 1.majite,1.6,2010,113000,219900
Škoda Octavia  1 9 TDi*CZ*Elegance*Serviska*N,1.9,2010,174172,219900
Škoda Octavia  Combi 2.0TDi RS Aut. KLIMA,2.0,2008,110000,219900
Škoda Octavia  RS 2.0TDI*125kW TEMPOMAT*XENON,2.0,2007,118000,219900
Škoda Octavia  2.0TDi RS 125KW,2.0,2006,163866,219900
Škoda Octavia  1.6 TDi  4x4 1.majitel,1.6,2011,135000,219901
Škoda Octavia  1 6 TDI Elegance Serv.kniha II,1.6,2012,156800,219999
Škoda Octavia  1.6 TDi CR ELEGANCE NAVI XENON,1.6,2010,135382,219999
Škoda Octavia  1.6 TDI Elegance,1.6,2010,172000,219999
Škoda Octavia  1 9TDi 4x4,1.9,2010,221206,219999
Škoda Octavia  1.6 TDI  ČR 2.maj  Serv.kniha,1.6,2013,132727,220000
Škoda Octavia  FACE TDI ELEGANCE SERVISKA ČR!,,2013,164454,220000
Škoda Octavia  FACE TDI BUSINESS SERVISKA-ČR!,,2013,169887,220000
Škoda Octavia  1.6 TDI  ČR 2.maj  Serv.kniha,1.6,2013,178671,220000
Škoda Octavia  1.6 TDI  ČR 2.maj  Serv.kniha,1.6,2012,81960,220000
Škoda Octavia  1.6 TDI  Tempomat,1.6,2012,105555,220000
Škoda Octavia  1.6 TDI  ČR 2.maj  Serv.kniha,1.6,2012,127796,220000
Škoda Octavia  1.6 TDi Ambition  ČR,1.6,2012,136813,220000
Škoda Octavia  1.6 TDi Elegance  1.maj ČR,1.6,2012,146705,220000
Škoda Octavia  1.6 TDI  ČR 2.maj  Serv.kniha,1.6,2012,153561,220000
Škoda Octavia,,2012,154948,220000
Škoda Octavia  1.6 TDI  Serv.kniha  Tempomat,1.6,2012,160209,220000
Škoda Octavia  Elegance 1.6 TDI  ČR 2.maj,1.6,2012,171643,220000
Škoda Octavia  TDI FACE BUSINESS SERVISKA-ČR!,,2012,179221,220000
Škoda Octavia  Elegance 2.0 TDI  Serv.kniha,2.0,2012,188315,220000
Škoda Octavia  1.6 TDI  Navi  Tempomat,1.6,2011,119393,220000
Škoda Octavia  2.0 TDi Ambient,2.0,2011,170929,220000
Škoda Octavia  4x4 1.6 TDi Elegance  ČR,1.6,2011,171701,220000
Škoda Octavia  1.6 TDI  Serv.kniha  Xenony,1.6,2011,199271,220000
Škoda Octavia  2.0 TDI  ČR 2.maj  Tempomat,2.0,2011,225504,220000
Škoda Octavia  2.0 TDI  Automat  Tempomat,2.0,2010,108590,220000
Škoda Octavia  1.6 TDI  ČR 2.maj  Serv.kniha,1.6,2010,122130,220000
Škoda Octavia  Combi TDI 1 6 CR / 77 kW Elega,1.6,2009,109373,220000
Škoda Octavia  1.9 TDI  Serv.kniha,1.9,2009,147167,220000
Škoda Octavia  2.0 TDI Scout combi 4x4,2.0,2008,132390,220000
Škoda Octavia  2.0 TDi RS  ČR,2.0,2008,133034,220000
Škoda Octavia  Scout 4x4 možná sleva 2 majite,,2008,196581,220000
Škoda Octavia  Elegance 2.0 TDI  ČR 1.maj,2.0,2007,66153,220000
Škoda Octavia  2 0TDI RS XENONY VELKA NAVI,2.0,2007,137384,220000
Škoda Octavia  SCOUT 2.0TDi 103kW,2.0,2007,149000,220000
Škoda Octavia  2.0 TDI  Navi  Xenony,2.0,2007,167470,220000
Škoda Octavia  RS 2.0 TDI  Serv.kniha  Kůže,2.0,2007,206176,220000
Škoda Octavia  1.6 TDI  ČR 1.maj  Serv.kniha,1.6,2012,78368,221000
Škoda Octavia  1.6 TDI  ČR 1.maj  Serv.kniha,1.6,2012,85655,221000
Škoda Octavia  1.6 TDI  ČR 2.maj  Serv.kniha,1.6,2012,119513,221000
Škoda Octavia  Elegance 2.0 TDI  Automat  ČR,2.0,2010,53337,221000
Škoda Octavia  Sport 2.0 TDI  Navi  Tempomat,2.0,2010,118793,221000
Škoda Octavia  1.6 TDi Ambition,1.6,2012,149580,222000
Škoda Octavia  1.6 TDI DSG S.KNIHA,1.6,2012,166230,222000
Škoda Octavia  1.6 TDi Ambiente,1.6,2011,136426,222000
Škoda Octavia  1 6 TDI combi Ambi Edit XEN+BT,1.6,2013,183559,223000
Škoda Octavia  1.6 TDi NAVI S.KNIHA,1.6,2012,150033,223000
Škoda Octavia  Elegance 1.6 TDI  ČR 2.maj,1.6,2012,173546,223000
Škoda Octavia  Elegance 1.6 TDI  ČR 2.maj,1.6,2012,175846,223000
Škoda Octavia  Elegance 1.6 TDI  Serv.kniha,1.6,2010,151551,223000
Škoda Octavia  1.6 TDi Ambition  Navi,1.6,2012,154956,223001
Škoda Octavia  1 9TDi 77kW 1.MAJ. TEMPOMAT PD,1.9,2009,118000,223500
Škoda Octavia  2 0 TDi CR RS*digiklima*NAVI*s,2.0,2008,223965,223900
Škoda Octavia  2.0 TDI 81KW Champion Ambition,2.0,2012,159320,223999
Škoda Octavia  Elegance 1.6 TDI  ČR 2.maj,1.6,2012,102643,224000
Škoda Octavia  2.0 TDI  ČR 1.maj  Serv.kniha,2.0,2012,152923,224000
Škoda Octavia  1.6 TDI  ČR 2.maj  Serv.kniha,1.6,2011,153443,224000
Škoda Octavia  Elegance 2.0 TDI  Automat,2.0,2010,104674,224000
Škoda Octavia  Elegance 1.9 TDI  4X4  ČR,1.9,2009,215040,224000
Škoda Octavia  2 0 TDI*ELEGANCE*NAVI*serviska,2.0,2009,195458,224800
Škoda Octavia  1 9 TDI -Elegance-,1.9,2010,110400,224877
Škoda Octavia  Combi 1.6 TDi 4x4 KLIMA,1.6,2012,110000,224900
Škoda Octavia  Combi 1.6 TDI Ambition,1.6,2012,147924,224990
Škoda Octavia  1 6 TDI CR Ambiente edition II,1.6,2011,165400,224999
Škoda Octavia  Combi Diesel II 09 1.6 TDI CR,1.6,2012,168412,225000
Škoda Octavia  2.0 TDI  Automat  Tempomat,2.0,2012,96328,225000
Škoda Octavia  1 6   Elegance,1.6,2012,109221,225000
Škoda Octavia  2.0 TDi Ambition  2.maj ČR,2.0,2012,188583,225000
Škoda Octavia  1.6 TDI  77 kW  aut. klimatiza,1.6,2012,198651,225000
Škoda Octavia  1.6 TDi Elegance,1.6,2011,143304,225000
Škoda Octavia  1.6 TDi Elegance  2.maj ČR,1.6,2011,156234,225000
Škoda Octavia  1.6TDI,1.6,2010,148942,225000
Škoda Octavia  1.6 TDI Greenline,1.6,2010,168000,225000
Škoda Octavia  Combi Diesel II 09 2.0 TDI CR,2.0,2009,155625,225000
Škoda Octavia  Combi II Diesel 2.0 TDI PD,2.0,2007,119000,225000
Škoda Octavia  RS 2.0 TDI  Serv.kniha  Kůže,2.0,2007,197517,225000
Škoda Octavia  Elegance 1.6 TDI  Serv.kniha,1.6,2012,151560,226000
Škoda Octavia  2 0 II TDi DSG ELEGANCE*servis,2.0,2010,201569,226900
Škoda Octavia  1.6 TDI  ČR 2.maj  Serv.kniha,1.6,2012,75081,227000
Škoda Octavia  1.6 TDi Ambition  Aut. klima,1.6,2012,163281,227000
Škoda Octavia  Combi II.FL1 6TDiCR(77kW)ELEG.,1.6,2012,156000,227990
Škoda Octavia  SCOUT BOH VYBAVA NAVI 1majitel,,2007,182500,227990
Škoda Octavia  1.6 TDi Ambition  2.maj ČR,1.6,2013,125165,228000
Škoda Octavia  1.6 TDI  ČR 2.maj  Serv.kniha,1.6,2013,148253,228000
Škoda Octavia  1.6 TDi NAVI S.KNIHA ALU,1.6,2012,163577,228000
Škoda Octavia  1.6 TDi ELEGANCE S.KNIHA,1.6,2012,169687,228000
Škoda Octavia  1.6 TDi CLIMATRONIC,1.6,2012,79315,228000
Škoda Octavia  1 6 TDi *PERFEKTNÍ STAV*,1.6,2012,132400,228000
Škoda Octavia  1.6 TDI  ČR 2.maj  Serv.kniha,1.6,2012,150707,228000
Škoda Octavia  1.6 TDi ELEGANCE CZ 1.MAJ SERV,1.6,2012,159000,228000
Škoda Octavia  Laurin&Klement 2.0 TDI,2.0,2012,176827,228000
Škoda Octavia  1 6TDi 4x4 AMBITION+AUTO.KLIMA,1.6,2011,123954,228000
Škoda Octavia  4x4 1.6 TDi Ambition+  2.maj,1.6,2011,156814,228000
Škoda Octavia  TDI aut. 1.majitel nehavar.,,2010,130000,228690
Škoda Octavia  1 6 TDi  Elegance - aut.klima,1.6,2012,176298,229000
Škoda Octavia  1 6 TDI Elegance Edition CZ,1.6,2012,137779,229000
Škoda Octavia  1 6 TDi,1.6,2012,149800,229000
Škoda Octavia  1.6 TDi Elegance  1.maj ČR,1.6,2012,152983,229000
Škoda Octavia  2.0 TDi Ambition  1.maj ČR,2.0,2012,166864,229000
Škoda Octavia  4x4 1.6 TDi Ambiente,1.6,2012,171124,229000
Škoda Octavia  1 6TDi 77kW AUT.KLIMA ČR TEMPO,1.6,2012,179100,229000
Škoda Octavia  2 0 TDI comb. Ambiente,2.0,2012,202213,229000
Škoda Octavia  1.6TDi DSG ELEGANCE XENONY TOP,1.6,2011,163000,229000
Škoda Octavia  1.6 TDi Elegance  2.maj ČR,1.6,2011,168705,229000
Škoda Octavia  FACE 4x4 TDI BUSINES SERVISKA!,,2011,176554,229000
Škoda Octavia  2 0TDI CR SPORTNAVI 2xKOLA DPH,2.0,2011,240000,229000
Škoda Octavia  Combi 2 0 TDI / 103 kW Ambitio,2.0,2010,117320,229000
Škoda Octavia  Combi TDI 2 0 / 103 kW Eleganc,2.0,2010,182624,229000
Škoda Octavia  Combi TDI 1 6 TDI / 77 kW Ambi,1.6,2010,103364,229000
Škoda Octavia  1.6 TDI  ČR 2.maj  Serv.kniha,1.6,2010,80080,229000
Škoda Octavia  2 0TDi CR 4x4 Elegance Xenony,2.0,2010,227130,229000
Škoda Octavia  1.9 TDi Elegance  Xenon  DSG,1.9,2009,135845,229000
Škoda Octavia  RS 2.0 TDI Columbus CommonRail,2.0,2009,164000,229000
Škoda Octavia  RS 2.0TDi CR serv.kn. TOP STAV,2.0,2009,188000,229000
Škoda Octavia  2 0 TDi 8V 2.maj  serviska SCO,2.0,2007,174700,229000
Škoda Octavia  2 0 TDI 4x4 ČR pravid.servis!,2.0,2011,203200,229877
Škoda Octavia  Com.III 1.6TDi AMBIENTE+CZ+I.M,1.6,2013,159000,229900
Škoda Octavia  1.6TDI/77kW ELEGANCE 1.MAJ.ČR,1.6,2012,153000,229900
Škoda Octavia  2 0 TDi CR  Serviska 1xMajitel,2.0,2012,154300,229900
Škoda Octavia  1 6 TDI 1.maj. Digi Klima serv,1.6,2011,136700,229900
Škoda Octavia  COMBI 2.0 TDI DSG  XENONY,2.0,2011,235850,229900
Škoda Octavia  SCOUT 2 0TDi Clima ESP.Top,2.0,2009,180700,229900
Škoda Octavia  2.0 TDi 103KW Scout 4x4,2.0,2008,191985,229900
Škoda Octavia  2.0 TDi *RS*AUTOKLIMA*,2.0,2007,189227,229900
Škoda Octavia  Combi 1 6TDi 77kw 4x4 15ALU,1.6,2011,192658,229990
Škoda Octavia  III TDI ELEGANCE SERVISKA-ČR!,,2013,242334,229999
Škoda Octavia  FACE TDI BUSINESS SERVISKA-ČR!,,2012,151554,229999
Škoda Octavia  1.6 TDI TOP STAV!,1.6,2012,189900,229999
Škoda Octavia  2.0TDi ČR SERVIS.KN ELEGANCE,2.0,2012,240996,229999
Škoda Octavia  1 6 TDI Elegance DSG ČR II,1.6,2011,172000,229999
Škoda Octavia  1.6 TDI  ČR 1.maj  Serv.kniha,1.6,2014,206557,230000
Škoda Octavia  1.6 TDI  ČR 2.maj  Serv.kniha,1.6,2013,135458,230000
